# Mt Hood Test Site (651)
# Oregon  SNOTEL Site - 5370 ft
# Daily Data for Period of Record
#
# (As of: Mon Nov 10 19:54:47 PST 2014)
#  **Provisional data, subject to revision**
#
Date,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1994-11-24,22.0,32.0,33,27,30,0.40
1994-11-25,22.6,32.4,27,18,22,0.60
1994-11-26,23.0,33.0,23,18,20,0.40
1994-11-27,23.8,33.4,26,20,22,1.50
1994-11-28,25.7,34.9,25,21,23,0.40
1994-11-29,26.5,35.3,36,22,32,2.30
1994-11-30,30.3,37.6,36,29,33,1.50
1994-12-01,30.5,39.1,30,24,26,0.50
1994-12-02,30.5,39.6,25,18,21,1.10
1994-12-03,31.1,40.7,19,8,15,0.30
1994-12-04,31.4,41.0,16,8,12,0.00
1994-12-05,31.4,41.0,22,11,17,0.40
1994-12-06,31.6,41.4,22,19,20,0.00
1994-12-07,30.7,41.4,21,17,19,1.60
1994-12-08,32.3,43.0,24,18,21,0.30
1994-12-09,32.6,43.3,29,25,27,0.50
1994-12-10,32.6,43.8,26,22,25,0.00
1994-12-11,33.5,43.8,25,22,24,0.70
1994-12-12,33.5,44.5,27,17,22,0.00
1994-12-13,33.5,44.5,28,18,22,0.00
1994-12-14,33.5,44.5,26,19,23,0.50
1994-12-15,34.0,45.0,31,21,26,0.00
1994-12-16,34.0,45.0,36,29,31,2.20
1994-12-17,37.7,47.2,38,35,36,0.20
1994-12-18,36.2,47.4,34,26,28,0.50
1994-12-19,36.4,47.9,36,31,33,0.20
1994-12-20,36.6,48.1,42,31,36,0.00
1994-12-21,36.4,48.1,38,27,33,0.10
1994-12-22,36.6,48.2,45,36,40,0.00
1994-12-23,36.6,48.2,46,34,40,0.00
1994-12-24,36.6,48.2,35,24,29,0.10
1994-12-25,36.7,48.3,33,20,27,0.50
1994-12-26,37.1,48.8,38,31,35,1.60
1994-12-27,40.1,50.4,37,27,33,1.40
1994-12-28,37.4,51.8,28,13,20,0.00
1994-12-29,37.4,51.8,34,14,21,0.00
1994-12-30,37.2,51.8,37,16,27,0.00
1994-12-31,37.0,51.8,26,18,22,0.00
1995-01-01,37.0,51.8,23,17,20,0.00
1995-01-02,37.0,51.8,31,21,26,0.00
1995-01-03,37.0,51.8,30,24,27,0.00
1995-01-04,37.0,51.8,27,17,23,0.00
1995-01-05,37.0,51.8,27,22,25,0.00
1995-01-06,37.0,51.8,30,25,27,0.00
1995-01-07,37.0,51.8,32,26,29,0.00
1995-01-08,37.0,51.8,33,29,31,0.40
1995-01-09,37.2,52.2,37,30,,0.60
1995-01-10,37.9,52.8,33,31,32,0.60
1995-01-11,38.0,53.4,32,28,29,0.30
1995-01-12,38.0,53.7,31,29,30,1.00
1995-01-13,39.1,54.7,32,30,31,1.70
1995-01-14,42.0,56.4,32,27,30,0.20
1995-01-15,42.2,56.6,29,24,26,0.00
1995-01-16,42.2,56.6,26,19,22,0.10
1995-01-17,42.3,56.7,29,19,24,1.30
1995-01-18,44.7,58.0,31,23,29,0.70
1995-01-19,45.4,58.7,31,20,27,0.00
1995-01-20,45.4,58.7,31,28,30,0.00
1995-01-21,45.4,58.7,31,27,29,0.00
1995-01-22,45.4,58.7,31,27,29,0.00
1995-01-23,45.4,58.7,31,29,30,0.00
1995-01-24,45.4,58.7,33,28,30,0.00
1995-01-25,45.4,58.7,33,28,31,2.20
1995-01-26,46.1,60.9,34,28,30,0.10
1995-01-27,46.1,61.0,31,25,29,3.60
1995-01-28,47.3,64.6,33,29,31,0.80
1995-01-29,48.1,65.4,39,33,36,1.10
1995-01-30,50.1,66.5,40,36,37,1.10
1995-01-31,48.6,67.6,42,37,40,1.00
1995-02-01,46.6,68.6,37,31,34,1.30
1995-02-02,45.0,69.9,41,27,34,0.10
1995-02-03,44.7,70.0,52,39,45,0.00
1995-02-04,44.5,70.0,48,40,44,0.00
1995-02-05,44.2,70.0,50,40,44,0.00
1995-02-06,44.0,70.0,49,33,42,0.00
1995-02-07,43.8,70.0,36,28,31,0.30
1995-02-08,43.6,70.3,45,31,37,0.00
1995-02-09,43.6,70.3,48,32,41,0.00
1995-02-10,43.6,70.3,42,28,37,0.00
1995-02-11,43.6,70.3,28,20,26,1.00
1995-02-12,43.7,71.3,20,5,11,0.90
1995-02-13,44.2,72.2,10,1,5,1.20
1995-02-14,45.2,73.4,16,3,12,0.00
1995-02-15,45.2,73.4,26,16,23,0.00
1995-02-16,45.2,73.4,31,24,27,0.20
1995-02-17,45.4,73.6,32,29,31,1.60
1995-02-18,47.0,75.2,41,32,37,2.80
1995-02-19,47.4,78.0,41,37,40,0.80
1995-02-20,47.8,78.8,52,38,42,0.00
1995-02-21,47.4,78.8,45,34,38,0.00
1995-02-22,47.2,78.8,50,35,42,0.00
1995-02-23,47.1,78.8,59,41,47,0.00
1995-02-24,47.0,78.8,50,36,42,0.00
1995-02-25,46.9,78.8,43,35,38,0.00
1995-02-26,46.9,78.8,44,28,35,0.00
1995-02-27,46.8,78.8,31,21,26,0.00
1995-02-28,46.8,78.8,30,19,24,0.00
1995-03-01,46.8,78.8,25,18,21,0.00
1995-03-02,46.8,78.8,32,20,26,0.00
1995-03-03,46.8,78.8,33,23,27,0.10
1995-03-04,46.9,78.9,25,20,22,0.50
1995-03-05,47.9,79.4,23,17,20,0.30
1995-03-06,48.5,79.7,31,17,22,0.40
1995-03-07,49.3,80.1,37,17,27,0.00
1995-03-08,49.3,80.1,36,29,33,0.90
1995-03-09,51.3,81.0,40,32,35,0.30
1995-03-10,52.0,81.3,36,31,33,0.40
1995-03-11,52.4,81.7,36,25,31,0.10
1995-03-12,52.4,81.8,32,25,28,0.20
1995-03-13,52.8,82.0,37,29,33,0.30
1995-03-14,53.4,82.3,38,26,33,0.50
1995-03-15,54.4,82.8,32,25,28,0.20
1995-03-16,54.8,83.0,38,25,32,0.10
1995-03-17,55.0,83.1,45,35,38,0.00
1995-03-18,55.0,83.1,36,25,31,1.30
1995-03-19,57.0,84.4,32,23,27,0.60
1995-03-20,58.2,85.0,32,23,28,0.30
1995-03-21,58.8,85.3,27,19,24,0.20
1995-03-22,59.2,85.5,29,20,24,0.20
1995-03-23,59.6,85.7,31,18,23,0.30
1995-03-24,60.2,86.0,22,17,20,0.60
1995-03-25,61.4,86.6,27,16,21,0.40
1995-03-26,62.2,87.0,36,18,26,0.00
1995-03-27,62.2,87.0,38,26,32,0.00
1995-03-28,62.2,87.0,39,30,35,0.00
1995-03-29,62.3,87.0,47,29,37,0.00
1995-03-30,62.4,87.0,53,35,43,0.00
1995-03-31,62.4,87.0,45,29,37,0.00
1995-04-01,62.2,87.0,34,25,29,0.00
1995-04-02,62.2,87.0,46,24,36,0.20
1995-04-03,62.2,87.2,57,39,46,0.00
1995-04-04,62.8,87.2,40,30,33,0.10
1995-04-05,62.8,87.3,36,28,31,0.40
1995-04-06,63.1,87.7,36,28,31,0.20
1995-04-07,63.5,87.9,33,25,30,0.60
1995-04-08,64.1,88.5,31,22,26,0.90
1995-04-09,64.9,89.4,31,22,25,0.50
1995-04-10,65.2,89.9,32,22,28,0.30
1995-04-11,65.6,90.2,37,28,32,0.20
1995-04-12,65.8,90.4,38,31,34,0.60
1995-04-13,66.2,91.0,31,21,25,1.20
1995-04-14,66.7,92.2,27,20,22,1.10
1995-04-15,68.3,93.3,33,19,25,0.10
1995-04-16,68.3,93.4,38,19,28,0.00
1995-04-17,68.3,93.4,32,22,27,0.70
1995-04-18,68.8,94.1,28,20,23,0.50
1995-04-19,69.6,94.6,29,17,24,0.60
1995-04-20,70.4,95.2,31,22,26,0.60
1995-04-21,70.4,95.8,35,22,29,0.10
1995-04-22,70.6,95.9,45,27,36,0.00
1995-04-23,70.6,95.9,53,36,43,0.00
1995-04-24,70.6,95.9,52,33,43,0.00
1995-04-25,69.8,95.9,48,29,39,0.00
1995-04-26,69.8,95.9,51,35,41,0.00
1995-04-27,69.8,95.9,42,31,35,0.80
1995-04-28,70.1,96.7,36,30,32,0.40
1995-04-29,70.8,97.1,37,30,33,0.50
1995-04-30,70.7,97.6,42,31,37,0.10
1995-05-01,70.8,97.7,39,33,35,0.90
1995-05-02,72.1,98.6,33,30,31,1.20
1995-05-03,72.5,99.8,43,28,34,0.00
1995-05-04,72.4,99.8,35,32,33,0.40
1995-05-05,72.5,100.2,34,30,32,0.20
1995-05-06,72.1,100.4,33,31,32,0.40
1995-05-07,72.0,100.8,46,31,37,0.00
1995-05-08,72.0,100.8,46,34,38,0.40
1995-05-09,71.9,101.2,44,33,39,0.30
1995-05-10,71.6,101.5,39,31,33,0.30
1995-05-11,72.0,101.8,33,26,30,0.70
1995-05-12,72.3,102.5,37,26,30,0.20
1995-05-13,72.3,102.7,45,30,38,0.00
1995-05-14,71.6,102.7,56,41,48,0.00
1995-05-15,71.0,102.7,58,40,48,0.00
1995-05-16,70.0,102.7,42,35,38,0.00
1995-05-17,69.5,102.7,40,27,33,0.00
1995-05-18,68.7,102.7,44,26,33,0.00
1995-05-19,68.0,102.7,55,33,44,0.00
1995-05-20,67.2,102.7,58,39,48,0.00
1995-05-21,65.3,102.7,56,40,47,0.00
1995-05-22,64.7,102.7,54,42,48,0.00
1995-05-23,64.0,102.7,54,40,46,0.00
1995-05-24,63.8,102.7,58,44,50,0.00
1995-05-25,63.4,102.7,56,41,48,0.00
1995-05-26,63.0,102.7,57,39,47,0.00
1995-05-27,62.8,102.7,57,40,49,0.00
1995-05-28,62.7,102.7,62,44,53,0.00
1995-05-29,61.1,102.7,67,47,56,0.00
1995-05-30,59.0,102.7,62,45,53,0.00
1995-05-31,57.1,102.7,62,44,52,0.00
1995-06-01,54.7,102.7,65,46,54,0.00
1995-06-02,52.7,102.7,54,40,48,0.00
1995-06-03,49.8,102.7,60,41,49,0.00
1995-06-04,47.1,102.7,48,32,42,0.30
1995-06-05,46.0,103.0,32,27,29,1.10
1995-06-06,46.3,104.1,31,27,29,2.70
1995-06-07,49.0,106.8,42,30,36,0.30
1995-06-08,49.1,107.1,54,35,44,0.00
1995-06-09,48.5,107.1,56,39,48,0.00
1995-06-10,47.9,107.1,,,,0.00
1995-06-11,45.9,107.1,51,28,39,0.20
1995-06-12,45.3,107.3,48,34,40,0.10
1995-06-13,44.2,107.4,38,33,35,0.30
1995-06-14,43.5,107.7,41,36,38,0.40
1995-06-15,42.6,108.1,41,33,38,0.60
1995-06-16,41.1,108.7,45,36,39,0.00
1995-06-17,39.1,108.7,44,33,38,0.30
1995-06-18,38.1,109.0,38,32,33,0.60
1995-06-19,37.9,109.6,38,32,34,0.80
1995-06-20,37.7,110.4,38,33,36,0.50
1995-06-21,36.5,110.9,43,34,38,0.00
1995-06-22,34.9,110.9,54,35,46,0.10
1995-06-23,32.3,111.0,66,45,55,0.10
1995-06-24,30.1,111.1,65,50,56,0.00
1995-06-25,27.6,111.1,66,47,57,0.00
1995-06-26,25.5,111.1,65,44,56,0.00
1995-06-27,23.3,111.1,63,46,55,0.00
1995-06-28,20.8,111.1,60,51,55,0.00
1995-06-29,17.6,111.1,66,53,59,0.20
1995-06-30,13.7,111.3,74,55,64,0.00
1995-07-01,9.6,111.3,74,53,62,0.00
1995-07-02,8.0,111.3,54,42,47,0.00
1995-07-03,7.7,111.3,47,41,44,0.20
1995-07-04,5.0,111.5,51,41,45,0.30
1995-07-05,1.1,111.8,64,42,53,0.70
1995-07-06,0.0,112.5,57,42,49,0.10
1995-07-07,0.0,112.6,62,44,52,1.20
1995-07-08,0.0,113.8,67,48,55,0.00
1995-07-09,0.0,113.8,50,39,46,1.10
1995-07-10,0.0,114.9,52,36,43,0.00
1995-07-11,0.0,114.9,55,40,47,0.00
1995-07-12,0.0,114.9,55,39,47,0.00
1995-07-13,0.0,114.9,56,38,46,0.00
1995-07-14,0.0,114.9,57,42,48,0.00
1995-07-15,0.0,114.9,67,39,55,0.00
1995-07-16,0.0,114.9,70,57,63,0.00
1995-07-17,0.0,114.9,75,60,67,0.00
1995-07-18,0.0,114.9,77,59,65,0.00
1995-07-19,0.0,114.9,73,58,64,0.00
1995-07-20,0.0,114.9,70,54,61,0.00
1995-07-21,0.0,114.9,65,49,56,0.00
1995-07-22,0.0,114.9,62,44,51,0.00
1995-07-23,0.0,114.9,61,45,50,0.00
1995-07-24,0.0,114.9,61,44,52,0.00
1995-07-25,0.0,114.9,68,48,58,0.00
1995-07-26,0.0,114.9,50,44,47,0.30
1995-07-27,0.0,115.2,65,42,54,0.00
1995-07-28,0.0,115.2,70,42,56,0.00
1995-07-29,0.0,115.2,48,35,42,0.00
1995-07-30,0.0,115.2,63,33,50,0.00
1995-07-31,0.0,115.2,72,48,60,0.00
1995-08-01,0.0,115.2,69,54,61,0.00
1995-08-02,0.0,115.2,67,52,58,0.00
1995-08-03,0.0,115.2,68,50,57,0.00
1995-08-04,0.0,115.2,75,54,63,0.00
1995-08-05,0.0,115.2,65,49,58,0.00
1995-08-06,0.0,115.2,57,38,50,0.00
1995-08-07,0.0,115.2,40,36,38,1.20
1995-08-08,0.0,116.4,52,35,43,0.80
1995-08-09,0.0,117.2,65,44,55,0.10
1995-08-10,0.0,117.3,56,42,46,0.30
1995-08-11,0.0,117.6,53,39,45,0.00
1995-08-12,0.0,117.6,46,35,41,0.00
1995-08-13,0.0,117.6,59,34,47,0.00
1995-08-14,0.0,117.6,62,46,53,0.00
1995-08-15,0.0,117.6,49,40,44,0.00
1995-08-16,0.0,117.6,45,35,39,0.00
1995-08-17,0.0,117.6,41,33,36,0.40
1995-08-18,0.0,118.0,55,33,44,1.00
1995-08-19,0.0,119.0,67,46,55,0.10
1995-08-20,0.0,119.1,71,50,59,0.00
1995-08-21,0.0,119.1,66,51,57,0.00
1995-08-22,0.0,119.1,70,51,59,0.00
1995-08-23,0.0,119.1,54,39,47,0.00
1995-08-24,0.0,119.1,54,36,,0.00
1995-08-25,0.0,119.1,63,42,50,0.00
1995-08-26,0.0,119.1,56,39,46,0.00
1995-08-27,0.0,119.1,62,42,50,0.00
1995-08-28,0.0,119.1,56,42,48,0.40
1995-08-29,0.0,119.5,48,40,43,0.00
1995-08-30,0.0,119.5,61,42,51,0.30
1995-08-31,0.0,119.8,68,51,58,0.70
1995-09-01,0.0,120.5,72,53,62,0.00
1995-09-02,0.0,120.5,75,58,66,0.00
1995-09-03,0.0,120.5,77,45,62,0.50
1995-09-04,0.0,121.0,57,41,47,0.00
1995-09-05,0.0,121.0,48,41,44,0.50
1995-09-06,0.0,121.5,52,41,45,0.40
1995-09-07,0.0,121.9,46,41,43,0.00
1995-09-08,0.0,121.9,58,41,50,0.00
1995-09-09,0.0,121.9,59,44,52,0.00
1995-09-10,0.0,121.9,63,47,54,0.00
1995-09-11,0.0,121.9,65,48,57,0.00
1995-09-12,0.0,121.9,71,55,61,0.00
1995-09-13,0.0,121.9,73,54,62,0.00
1995-09-14,0.0,121.9,76,59,65,0.00
1995-09-15,0.0,121.9,76,59,66,0.00
1995-09-16,0.0,121.9,72,53,63,0.00
1995-09-17,0.0,121.9,65,50,56,0.00
1995-09-18,0.0,121.9,63,51,57,0.00
1995-09-19,0.0,121.9,65,48,55,0.00
1995-09-20,0.0,121.9,55,46,50,0.00
1995-09-21,0.0,121.9,55,46,52,0.00
1995-09-22,0.0,121.9,63,50,55,0.00
1995-09-23,0.0,121.9,63,47,54,0.00
1995-09-24,0.0,121.9,62,45,53,0.00
1995-09-25,0.0,121.9,48,39,43,0.00
1995-09-26,0.0,121.9,46,36,41,0.30
1995-09-27,0.0,122.2,44,40,42,0.90
1995-09-28,0.0,123.1,40,35,38,0.90
1995-09-29,0.0,124.0,42,37,39,0.90
1995-09-30,0.0,124.9,41,31,37,0.20
1995-10-01,0.0,0.0,49,29,38,1.20
1995-10-02,0.0,1.2,47,39,44,2.20
1995-10-03,0.0,3.4,45,32,36,0.00
1995-10-04,0.0,3.4,40,32,35,0.10
1995-10-05,0.0,3.5,46,35,42,0.50
1995-10-06,0.0,4.0,42,34,37,0.00
1995-10-07,0.0,4.0,48,32,39,0.20
1995-10-08,0.0,4.2,40,32,36,0.00
1995-10-09,0.0,4.2,41,33,37,0.40
1995-10-10,0.0,4.6,46,37,42,1.60
1995-10-11,0.0,6.2,38,30,32,0.60
1995-10-12,1.2,6.8,35,29,31,0.70
1995-10-13,1.8,7.5,50,29,38,0.50
1995-10-14,1.8,8.0,67,41,53,0.40
1995-10-15,1.7,8.4,61,40,51,0.00
1995-10-16,1.0,8.4,41,35,38,0.40
1995-10-17,0.0,8.8,43,30,38,0.80
1995-10-18,0.0,9.6,47,27,36,0.00
1995-10-19,0.0,9.6,49,41,44,0.20
1995-10-20,0.0,9.8,47,31,38,0.00
1995-10-21,0.0,9.8,31,26,29,1.20
1995-10-22,1.1,11.0,34,22,29,0.40
1995-10-23,1.1,11.4,40,31,35,0.00
1995-10-24,1.1,11.4,39,34,36,0.00
1995-10-25,1.0,11.4,42,34,37,1.80
1995-10-26,0.4,13.2,41,31,35,0.00
1995-10-27,0.0,13.2,42,28,34,0.00
1995-10-28,0.0,13.2,48,38,42,0.00
1995-10-29,0.0,13.2,37,27,32,0.00
1995-10-30,0.0,13.2,31,25,28,0.00
1995-10-31,0.0,13.2,33,23,27,0.00
1995-11-01,0.0,13.2,31,22,26,0.00
1995-11-02,0.0,13.2,38,27,32,0.00
1995-11-03,0.0,13.2,40,31,35,0.00
1995-11-04,0.0,13.2,43,28,37,0.20
1995-11-05,0.2,13.4,29,27,28,1.30
1995-11-06,2.0,14.7,33,27,29,1.30
1995-11-07,3.3,16.0,41,34,38,0.50
1995-11-08,3.2,16.5,42,27,38,1.80
1995-11-09,2.1,18.3,27,24,26,1.50
1995-11-10,3.5,19.8,39,24,30,1.80
1995-11-11,4.2,21.6,41,32,37,2.90
1995-11-12,3.6,24.5,42,31,33,0.60
1995-11-13,3.6,25.1,46,42,45,1.30
1995-11-14,2.0,26.4,57,38,46,0.00
1995-11-15,1.7,26.4,48,40,43,0.00
1995-11-16,1.1,26.4,43,37,40,0.00
1995-11-17,0.8,26.4,49,35,44,0.30
1995-11-18,0.3,26.7,35,30,32,0.50
1995-11-19,0.2,27.2,40,31,36,0.00
1995-11-20,0.0,27.2,46,36,41,0.10
1995-11-21,0.0,27.3,48,39,42,0.30
1995-11-22,0.0,27.6,40,36,39,0.10
1995-11-23,0.0,27.7,42,35,39,0.40
1995-11-24,0.0,28.1,42,35,40,1.50
1995-11-25,0.0,29.6,36,28,31,1.30
1995-11-26,1.7,30.9,29,27,28,1.10
1995-11-27,3.2,32.0,40,27,32,4.20
1995-11-28,4.9,36.2,40,36,38,1.10
1995-11-29,3.5,37.3,41,35,38,3.10
1995-11-30,2.5,40.4,35,32,33,1.80
1995-12-01,3.0,42.2,32,25,28,1.20
1995-12-02,4.4,43.4,26,24,26,0.50
1995-12-03,5.6,43.9,34,23,28,1.80
1995-12-04,6.3,45.7,31,18,21,0.20
1995-12-05,6.5,45.9,27,21,24,0.20
1995-12-06,6.6,46.1,33,21,27,0.10
1995-12-07,6.6,46.2,29,19,22,0.20
1995-12-08,6.8,46.4,26,17,20,0.40
1995-12-09,7.2,46.8,38,26,35,0.50
1995-12-10,6.8,47.3,41,34,37,0.40
1995-12-11,6.9,47.7,36,31,33,0.50
1995-12-12,7.3,48.2,38,29,34,0.70
1995-12-13,7.1,48.9,30,28,29,0.30
1995-12-14,7.4,49.2,31,26,28,1.00
1995-12-15,8.4,50.2,30,25,27,0.20
1995-12-16,8.6,50.4,30,24,26,0.00
1995-12-17,8.6,50.4,29,24,26,0.00
1995-12-18,8.6,50.4,33,24,28,0.00
1995-12-19,8.6,50.4,33,25,30,0.00
1995-12-20,8.6,50.4,33,25,28,0.00
1995-12-21,8.6,50.4,26,22,24,0.10
1995-12-22,8.7,50.5,26,22,24,0.10
1995-12-23,8.8,50.6,33,23,28,0.00
1995-12-24,8.8,50.6,36,23,29,0.00
1995-12-25,8.8,50.6,37,24,29,0.00
1995-12-26,8.8,50.6,40,26,33,0.00
1995-12-27,8.8,50.6,36,25,30,0.00
1995-12-28,8.8,50.6,31,26,29,0.80
1995-12-29,9.6,51.4,37,31,35,0.10
1995-12-30,9.7,51.5,40,31,36,0.30
1995-12-31,10.0,51.8,32,28,30,0.70
1996-01-01,10.7,52.5,40,28,33,0.10
1996-01-02,10.8,52.6,41,32,38,0.00
1996-01-03,10.8,52.6,32,25,29,1.50
1996-01-04,11.5,54.1,26,24,24,0.90
1996-01-05,12.5,55.0,32,24,27,0.70
1996-01-06,13.4,55.7,37,32,35,0.20
1996-01-07,13.6,55.9,36,32,34,0.90
1996-01-08,13.8,56.8,39,32,34,0.00
1996-01-09,13.8,56.8,35,27,31,1.00
1996-01-10,14.3,57.8,33,26,30,0.20
1996-01-11,14.5,58.0,50,31,41,0.00
1996-01-12,14.6,58.0,49,36,43,0.00
1996-01-13,14.6,58.0,44,34,38,0.00
1996-01-14,14.4,58.0,38,34,36,0.40
1996-01-15,14.8,58.4,37,30,32,1.30
1996-01-16,16.4,59.7,31,18,24,2.40
1996-01-17,17.4,62.1,23,16,19,1.50
1996-01-18,18.1,63.6,27,19,22,0.40
1996-01-19,19.2,64.0,26,23,25,1.00
1996-01-20,20.8,65.0,28,23,25,2.80
1996-01-21,23.2,67.8,23,18,21,1.20
1996-01-22,24.5,69.0,21,17,19,0.70
1996-01-23,25.2,69.7,24,20,22,2.00
1996-01-24,27.2,71.7,22,19,20,1.60
1996-01-25,28.8,73.3,25,17,18,1.10
1996-01-26,29.9,74.4,26,18,20,0.60
1996-01-27,30.5,75.0,29,15,21,0.70
1996-01-28,31.2,75.7,20,16,18,2.40
1996-01-29,33.6,78.1,20,4,14,0.50
1996-01-30,34.1,78.6,15,0,8,0.00
1996-01-31,34.1,78.6,20,9,13,0.00
1996-02-01,34.1,78.6,19,7,11,0.00
1996-02-02,34.1,78.6,25,5,12,0.00
1996-02-03,34.1,78.6,31,8,17,0.30
1996-02-04,34.4,78.9,37,30,32,0.10
1996-02-05,34.5,79.0,35,31,33,1.50
1996-02-06,36.0,80.5,40,30,36,5.00
1996-02-07,40.2,85.5,41,32,38,3.00
1996-02-08,39.5,88.5,42,32,39,1.30
1996-02-09,37.7,89.8,33,20,27,0.00
1996-02-10,36.8,89.8,38,29,34,0.00
1996-02-11,35.8,89.8,42,32,37,0.00
1996-02-12,35.5,89.8,53,38,44,0.00
1996-02-13,35.3,89.8,60,44,49,0.00
1996-02-14,35.0,89.8,58,44,49,0.00
1996-02-15,34.7,89.8,53,42,48,0.00
1996-02-16,34.5,89.8,46,39,42,0.00
1996-02-17,34.2,89.8,40,35,37,0.80
1996-02-18,34.2,90.6,36,28,33,1.10
1996-02-19,34.6,91.7,32,26,29,0.60
1996-02-20,35.3,92.3,33,22,27,0.90
1996-02-21,36.2,93.2,26,18,21,0.60
1996-02-22,36.7,93.8,23,17,19,0.80
1996-02-23,37.5,94.6,23,17,20,1.00
1996-02-24,38.5,95.6,23,9,16,2.00
1996-02-25,40.5,97.6,22,8,13,1.10
1996-02-26,41.6,98.7,22,7,13,0.00
1996-02-27,41.6,98.7,15,9,11,0.00
1996-02-28,41.6,98.7,21,10,15,0.00
1996-02-29,41.6,98.7,31,20,26,0.00
1996-03-01,44.6,98.7,41,25,32,0.00
1996-03-02,44.6,98.7,41,28,34,0.00
1996-03-03,44.6,98.7,34,30,32,0.40
1996-03-04,45.0,99.1,33,26,29,1.60
1996-03-05,46.7,100.7,27,24,26,1.10
1996-03-06,47.8,101.8,34,27,30,0.00
1996-03-07,47.8,101.8,39,28,34,0.00
1996-03-08,47.8,101.8,47,35,42,0.00
1996-03-09,48.0,101.8,50,38,42,0.00
1996-03-10,47.4,101.8,40,32,36,0.00
1996-03-11,47.4,101.8,36,31,33,0.10
1996-03-12,47.5,101.9,31,26,28,0.20
1996-03-13,47.6,102.1,39,23,31,0.00
1996-03-14,47.4,102.1,54,34,44,0.00
1996-03-15,47.3,102.1,37,25,30,0.00
1996-03-16,47.2,102.1,42,23,32,0.00
1996-03-17,47.1,102.1,45,26,34,0.00
1996-03-18,47.0,102.1,46,33,39,0.00
1996-03-19,47.0,102.1,38,26,31,0.00
1996-03-20,47.0,102.1,38,21,29,0.00
1996-03-21,47.0,102.1,40,28,33,0.00
1996-03-22,47.2,102.1,32,21,26,0.30
1996-03-23,47.5,102.4,30,23,26,0.30
1996-03-24,47.8,102.7,23,9,17,0.30
1996-03-25,48.1,103.0,36,11,26,0.20
1996-03-26,47.4,103.2,41,24,32,0.20
1996-03-27,47.3,103.4,31,22,24,0.70
1996-03-28,47.2,104.1,31,20,24,0.10
1996-03-29,47.3,104.2,26,20,23,0.40
1996-03-30,47.5,104.6,31,21,26,0.20
1996-03-31,47.7,104.8,37,30,33,0.90
1996-04-01,48.6,105.7,35,30,32,2.60
1996-04-02,49.0,108.3,30,25,27,0.00
1996-04-03,49.0,108.3,37,25,30,0.00
1996-04-04,49.0,108.3,47,27,37,0.00
1996-04-05,49.0,108.3,58,38,47,0.00
1996-04-06,48.7,108.3,58,43,49,0.00
1996-04-07,48.3,108.3,63,42,51,0.00
1996-04-08,48.0,108.3,59,41,49,0.00
1996-04-09,46.5,108.3,43,31,37,0.40
1996-04-10,45.3,108.7,34,28,30,0.50
1996-04-11,45.3,109.2,32,25,28,0.70
1996-04-12,46.0,109.9,27,24,26,1.40
1996-04-13,47.7,111.3,37,26,31,0.00
1996-04-14,47.7,111.3,47,32,40,0.00
1996-04-15,47.7,111.3,49,32,40,0.60
1996-04-16,48.4,111.9,36,25,30,0.90
1996-04-17,48.4,112.8,32,24,27,0.10
1996-04-18,48.5,112.9,29,23,26,0.30
1996-04-19,48.7,113.2,30,24,26,0.20
1996-04-20,49.1,113.4,34,24,27,0.10
1996-04-21,49.6,113.5,34,26,30,0.00
1996-04-22,49.7,113.5,36,31,33,0.70
1996-04-23,51.0,114.2,39,31,36,1.70
1996-04-24,52.4,115.9,31,27,29,1.40
1996-04-25,52.9,117.3,34,26,30,0.20
1996-04-26,53.1,117.5,34,24,27,0.50
1996-04-27,53.7,118.0,35,23,28,0.00
1996-04-28,53.9,118.0,40,23,34,0.00
1996-04-29,53.9,118.0,46,34,39,0.00
1996-04-30,53.6,118.0,47,31,38,1.00
1996-05-01,53.5,119.0,35,29,31,0.50
1996-05-02,53.0,119.5,31,23,26,0.60
1996-05-03,53.0,120.1,30,21,24,0.30
1996-05-04,53.2,120.4,40,17,30,0.00
1996-05-05,53.2,120.4,43,27,33,0.00
1996-05-06,53.2,120.4,45,27,34,0.00
1996-05-07,53.3,120.4,30,21,26,0.40
1996-05-08,53.0,120.8,34,18,26,0.00
1996-05-09,53.0,120.8,42,24,31,0.00
1996-05-10,52.7,120.8,48,27,37,0.00
1996-05-11,52.7,120.8,54,38,46,0.20
1996-05-12,52.0,121.0,57,41,47,0.10
1996-05-13,51.7,121.1,44,38,41,0.70
1996-05-14,51.3,121.8,44,36,40,0.30
1996-05-15,50.3,122.1,40,33,36,0.40
1996-05-16,49.5,122.5,46,31,38,0.00
1996-05-17,49.5,122.5,40,31,35,0.40
1996-05-18,48.6,122.9,36,31,33,0.70
1996-05-19,49.0,123.6,35,29,32,0.20
1996-05-20,49.6,123.8,42,27,34,0.20
1996-05-21,50.0,124.0,39,30,35,0.70
1996-05-22,49.8,124.7,31,27,29,0.70
1996-05-23,50.8,125.4,38,28,32,0.00
1996-05-24,50.8,125.4,53,32,43,0.00
1996-05-25,50.8,125.4,59,43,50,0.00
1996-05-26,50.3,125.4,49,35,42,1.00
1996-05-27,48.8,126.4,37,29,33,0.60
1996-05-28,48.6,127.0,34,27,30,0.50
1996-05-29,49.1,127.5,37,29,33,0.00
